score, kernel, reg, model, bw_factor, bw_factor_joint, dataset, outlier_trim, test_size, AUDRC, success_rate, causal_mse, anticausal_mse, score_time, score_cause_mse, effect_score_mse, joint_score_mse, gof_causal, gof_anticausal, sample_sizel
kde,exp,0.01,nn,1,1,lsnm,0.0, , 0.10785533420779675, 0.27,  nan, nan, 0.015827417373657227, nan, nan, nan, 0.6953367590904236, 0.6183122396469116, 5000
kde,exp,0.01,nn,1,1,sigmoid,0.0, , 0.3783029971072095, 0.32,  nan, nan, 0.0158078670501709, nan, nan, nan, 0.7705573439598083, 0.7437536120414734, 5000
kde,gauss,0.01,nn,1,1,sigmoid,0.0, , 0.41283661618705436, 0.3,  nan, nan, 0.014049530029296875, nan, nan, nan, 1.0394344329833984, 0.9858695864677429, 5000
kde,gauss,0.01,nn,1,1,lsnm,0.0, , 0.18618518680088214, 0.38,  nan, nan, 0.013919830322265625, nan, nan, nan, 1.0175573825836182, 1.002290964126587, 5000
stein,exp,0.1,nn,1,1,anm,0.0, , 0.13922481123276406, 0.25,  nan, nan, 0.27408671379089355, nan, nan, nan, 15.351858139038086, 14.255834579467773, 5000
kde,gauss,0.01,lsnm,1,1,velocity,0.0, , 0.6354243688121127, 0.69,  nan, nan, 0.014009714126586914, nan, nan, nan, 1.097416877746582, 1.5086746215820312, 5000
kde,exp,0.01,nn,1,1,velocity,0.0, , 0.569144872987166, 0.67,  nan, nan, 0.015814781188964844, nan, nan, nan, 0.6579201221466064, 0.934903621673584, 5000
kde,gauss,0.01,nn,1,1,velocity,0.0, , 0.6237253938030647, 0.66,  nan, nan, 0.01424407958984375, nan, nan, nan, 1.008268117904663, 1.4577182531356812, 5000
, , ,hsic, , , anm, 0.0, , 0.9918289808201525, 0.97, , , , , , , , 5000
, , ,lik_spline, , , sigmoid, 0.0, , 0.5298441541520775, 0.35, , , , , , , , 5000
, , ,lik, , , sigmoid, 0.0, , 0.6261094872408308, 0.43, , , , , , , , 5000
, , ,lik, , , anm, 0.0, , 0.557501559477801, 0.49, , , , , , , , 5000
, , ,hsic, , , lsnm, 0.0, , 0.9265085815299047, 0.78, , , , , , , , 5000
, , ,hsic, , , sigmoid, 0.0, , 0.863185052791162, 0.7, , , , , , , , 5000
, , ,hsic, , , anm, 0.0, , 0.9918289808201525, 0.97, , , , , , , , 5000
, , ,lik, , , lsnm, 0.0, , 0.30736850673266186, 0.4, , , , , , , , 5000
, , ,hsic_spline, , , sigmoid, 0.0, , 0.7399213480193851, 0.62, , , , , , , , 5000
, , ,lik, , , velocity, 0.0, , 0.6555111740404905, 0.43, , , , , , , , 5000
, , ,hsic, , , velocity, 0.0, , 0.2506655635769766, 0.4, , , , , , , , 5000
, , ,lik_spline, , , lsnm, 0.0, , 0.2905946846029503, 0.36, , , , , , , , 5000
, , ,hsic_spline, , , lsnm, 0.0, , 0.8888377293608479, 0.83, , , , , , , , 5000
, , ,lik_spline, , , anm, 0.0, , 0.5696827077312101, 0.5, , , , , , , , 5000
, , ,hsic_spline, , , anm, 0.0, , 0.9515489744878686, 0.92, , , , , , , , 5000
, , ,cds, , , velocity, 0, , 0.41781711132627053, 0.46, , , , , , , , 1000
, , ,cds, , , sigmoid, 0, , 0.12774671380460467, 0.28, , , , , , , , 1000
, , ,cds, , , anm, 0, , 0.9821930889415498, 0.9, , , , , , , , 1000
, , ,cds, , , lsnm, 0, , 0.4793946175419456, 0.48, , , , , , , , 1000
, , ,igci_unif, , , velocity, 0, , 0.3489972096082794, 0.43, , , , , , , , 1000
, , ,igci_unif, , , sigmoid, 0, , 0.10779168059264671, 0.21, , , , , , , , 1000
, , ,igci_unif, , , anm, 0, , 0.13079312924161476, 0.29, , , , , , , , 1000
, , ,igci_unif, , , lsnm, 0, , 0.32503844497082723, 0.4, , , , , , , , 1000
, , ,igci_gauss, , , velocity, 0, , 0.7589229230995455, 0.66, , , , , , , , 1000
, , ,igci_gauss, , , sigmoid, 0, , 0.6737296048214708, 0.53, , , , , , , , 1000
, , ,igci_gauss, , , anm, 0, , 0.21622926035858256, 0.34, , , , , , , , 1000
, , ,igci_gauss, , , lsnm, 0, , 0.20361174546580763, 0.32, , , , , , , , 1000
, , ,reci, , , velocity, 0, , 0.25995837880232986, 0.36, , , , , , , , 1000
, , ,reci, , , sigmoid, 0, , 0.07552972219883378, 0.18, , , , , , , , 1000
, , ,reci, , , anm, 0, , 0.34437111785782015, 0.36, , , , , , , , 1000
, , ,reci, , , lsnm, 0, , 0.5578081157727988, 0.43, , , , , , , , 1000
, , ,ckl, , , velocity, 0, , 0.41730427303121614, 0.46, , , , , , , , 1000
, , ,ckl, , , sigmoid, 0, , 0.7274705781956002, 0.6, , , , , , , , 1000
, , ,ckl, , , anm, 0, , 0.711547911691234, 0.57, , , , , , , , 1000
, , ,ckl, , , lsnm, 0, , 0.5559383161772641, 0.55, , , , , , , , 1000
, , ,ckm, , , velocity, 0, , 0.4202526274946045, 0.48, , , , , , , , 1000
, , ,ckm, , , sigmoid, 0, , 0.7122375051858818, 0.66, , , , , , , , 1000
, , ,ckm, , , anm, 0, , 0.8821623010415511, 0.71, , , , , , , , 1000
, , ,ckm, , , lsnm, 0, , 0.6914961114458238, 0.55, , , , , , , , 1000
, , ,chd, , , velocity, 0, , 0.41822866323579416, 0.46, , , , , , , , 1000
, , ,chd, , , sigmoid, 0, , 0.7610358982200627, 0.64, , , , , , , , 1000
, , ,chd, , , anm, 0, , 0.7535328626195601, 0.61, , , , , , , , 1000
, , ,chd, , , lsnm, 0, , 0.5513101976744432, 0.55, , , , , , , , 1000
, , ,ccs, , , velocity, 0, , 0.38818204894363056, 0.45, , , , , , , , 1000
, , ,ccs, , , sigmoid, 0, , 0.7349438576326538, 0.6, , , , , , , , 1000
, , ,ccs, , , anm, 0, , 0.7169301235483254, 0.57, , , , , , , , 1000
, , ,ccs, , , lsnm, 0, , 0.5758224882197434, 0.55, , , , , , , , 1000
, , ,ctv, , , velocity, 0, , 0.39673391180998185, 0.45, , , , , , , , 1000
, , ,ctv, , , sigmoid, 0, , 0.6854764036375055, 0.59, , , , , , , , 1000
, , ,ctv, , , anm, 0, , 0.7523800827072354, 0.6, , , , , , , , 1000
, , ,ctv, , , lsnm, 0, , 0.5910306090756721, 0.53, , , , , , , , 1000
